asset,asset_class,fast,slow,mode,is_start,split,oos_end,is_bars,oos_bars,is_sharpe,oos_sharpe,is_calmar,oos_calmar,is_max_dd,oos_max_dd,is_cagr,oos_cagr,oos_vol,bh_is_sharpe,bh_oos_sharpe,oos_beats_bh
fut_commodity/GAS_US,fut_commodity,200,400,long,1992-02-27,2011-06-07,2024-03-28,4822,3216,0.07005332449987177,-0.1377855429659702,0.009662569768641419,-0.09301757256408519,-0.25291804727191075,-0.6361123723371711,0.0024438382775133862,-0.05916962875278519,0.23628674624047338,-0.2799653433167639,-0.3236500647838015,True
fut_commodity/GAS_US,fut_commodity,200,600,long,1992-12-11,2011-09-30,2024-03-28,4702,3136,-0.02265943386624677,-0.09789253554538667,-0.013427145144756193,-0.0733014925399974,-0.27257590907384305,-0.6361123723371711,-0.0036599162940983572,-0.0466279863154732,0.22457069187425518,-0.3501408595299881,-0.30065245654940664,True
fut_commodity/GOLD,fut_commodity,5,20,long,1975-04-29,2004-11-05,2024-03-28,7414,4944,-0.06552253728768682,0.17239490486948414,-0.010908696590915116,0.05233565856931536,-0.4256206213508066,-0.2508991103366368,-0.004642966221152717,0.013130970173923206,0.11245340664536724,-0.18005454715521668,0.4022449203696417,False
fut_commodity/GOLD,fut_commodity,5,35,long,1975-05-20,2004-11-15,2024-03-28,7405,4938,-0.13226872117655739,0.22912344023613845,-0.018107786115996647,0.055687618085001965,-0.4465906434644534,-0.3589739174173093,-0.008086767853259638,0.019990402415612153,0.11570882086365246,-0.17819430752616652,0.4011794128195915,False
fut_commodity/GOLD,fut_commodity,8,21,long,1975-04-30,2004-11-08,2024-03-28,7414,4943,-0.07250167990067745,0.28106327052232244,-0.011904626750980361,0.08464263586813832,-0.4164382328622969,-0.30531824953029524,-0.004957541727063489,0.025842941418890174,0.11394908568060913,-0.18063870822463202,0.4026830504458565,False
fut_commodity/GOLD,fut_commodity,9,21,long,1975-04-30,2004-11-08,2024-03-28,7414,4943,-0.02205400720912871,0.32542705613081496,-0.006301974865815265,0.10260501576113602,-0.38247790427804224,-0.302796489024273,-0.002410366139489919,0.03106843852875218,0.11407232145884366,-0.18063870822463202,0.4026830504458565,False
fut_commodity/GOLD,fut_commodity,10,20,long,1975-04-29,2004-11-05,2024-03-28,7414,4944,-0.027147490242767157,0.3173086182614996,-0.006920872951429148,0.09555232584826658,-0.3854084809956579,-0.3151565157663507,-0.0026673631313742434,0.030113938087710703,0.1140712717873675,-0.18005454715521668,0.4022449203696417,False
fut_commodity/GOLD,fut_commodity,10,30,long,1975-05-13,2004-11-11,2024-03-28,7408,4940,-0.03575146252477636,0.2782565756060354,-0.008004075698798916,0.07940296591384925,-0.39318545471912364,-0.3247327996519829,-0.003147086143238539,0.025784747421875233,0.11558925202837304,-0.17940134319844256,0.40193026594975345,False
fut_commodity/GOLD,fut_commodity,10,100,long,1975-08-21,2004-12-23,2024-03-28,7366,4912,-0.05603947958255848,0.18707807117256173,-0.010116094923782673,0.044495261629804286,-0.43137607119364585,-0.3485541497960507,-0.004363841284043353,0.01550900808732927,0.12253937936745743,-0.174180503030909,0.40088949932502793,False
fut_commodity/GOLD,fut_commodity,12,26,long,1975-05-07,2004-11-10,2024-03-28,7411,4941,-0.025434440838851928,0.27122490607919647,-0.006699918564813931,0.07503194158300235,-0.38930293409056654,-0.3319003142014214,-0.002608297955449921,0.024903124986541174,0.11528465394633523,-0.17995058260187088,0.4022859878530316,False
